MENTION	XMLBOTTOM	XML	PATTERN	SCORE	POS
14942	<COMPANY>[X]</COMPANY> stadium	<COMPANY>[X]</COMPANY> stadium	<COMPANY></COMPANY> stadium	0.3488132439	0
14945	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> county	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> county	<PLACE_FOUNDED></PLACE_FOUNDED> county	0.2461013072	0
14946	<COMPANY>[X]</COMPANY> stadium	<COMPANY>[X]</COMPANY> stadium	<COMPANY></COMPANY> stadium	0.3488132439	0
14947	<COMPANY>[X]</COMPANY> stadium in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED> ,	<COMPANY>[X]</COMPANY> stadium in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED> ,	<COMPANY></COMPANY> stadium in <PLACE_FOUNDED></PLACE_FOUNDED> ,	0.3462451668	3
14947	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , california	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , california	<PLACE_FOUNDED></PLACE_FOUNDED> , california	0.0491013072	0
14948	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> state	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> state	<PLACE_FOUNDED></PLACE_FOUNDED> state	0.2161601307	0
14950	<COMPANY>[X]</COMPANY> stadium	<COMPANY>[X]</COMPANY> stadium	<COMPANY></COMPANY> stadium	0.3488132439	0
14951	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , california.	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , california.	<PLACE_FOUNDED></PLACE_FOUNDED> , california.	0.0817734778	0
14952	<COMPANY>[X]</COMPANY> stadium	<COMPANY>[X]</COMPANY> stadium	<COMPANY></COMPANY> stadium	0.3488132439	0
14954	<COMPANY>[X]</COMPANY> stadium	<COMPANY>[X]</COMPANY> stadium	<COMPANY></COMPANY> stadium	0.3488132439	0
14955	city of <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	city of <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	city of <PLACE_FOUNDED></PLACE_FOUNDED>	0.0581410733	2
14956	<COMPANY>[X]</COMPANY> stadium	<COMPANY>[X]</COMPANY> stadium	<COMPANY></COMPANY> stadium	0.3488132439	0
14958	<COMPANY>[X]</COMPANY> stadium	<COMPANY>[X]</COMPANY> stadium	<COMPANY></COMPANY> stadium	0.3488132439	0
14959	<COMPANY>[X]</COMPANY> stadium in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED> ,	<COMPANY>[X]</COMPANY> stadium in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED> ,	<COMPANY></COMPANY> stadium in <PLACE_FOUNDED></PLACE_FOUNDED> ,	0.3462451668	3
14961	<COMPANY>[X]</COMPANY> stadium	<COMPANY>[X]</COMPANY> stadium	<COMPANY></COMPANY> stadium	0.3488132439	0
14967	 <COMPANY>[X]</COMPANY>	 <COMPANY>[X]</COMPANY>	 <COMPANY></COMPANY>	0.2489173375	1
14970	<COMPANY>[X]</COMPANY> stadium,	<COMPANY>[X]</COMPANY> stadium,	<COMPANY></COMPANY> stadium,	0.0981410733	0
14971	<COMPANY>[X]</COMPANY> stadium	<COMPANY>[X]</COMPANY> stadium	<COMPANY></COMPANY> stadium	0.3488132439	0
14972	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , california.	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , california.	<PLACE_FOUNDED></PLACE_FOUNDED> , california.	0.0817734778	0
14973	<COMPANY>[X]</COMPANY> stadium	<COMPANY>[X]</COMPANY> stadium	<COMPANY></COMPANY> stadium	0.3488132439	0
14974	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , california.	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , california.	<PLACE_FOUNDED></PLACE_FOUNDED> , california.	0.0817734778	0
14975	<COMPANY>[X]</COMPANY> stadium	<COMPANY>[X]</COMPANY> stadium	<COMPANY></COMPANY> stadium	0.3488132439	0
14977	<COMPANY>[X]</COMPANY> stadium	<COMPANY>[X]</COMPANY> stadium	<COMPANY></COMPANY> stadium	0.3488132439	0
14979	<COMPANY>[X]</COMPANY> stadium	<COMPANY>[X]</COMPANY> stadium	<COMPANY></COMPANY> stadium	0.3488132439	0
14980	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , california.	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , california.	<PLACE_FOUNDED></PLACE_FOUNDED> , california.	0.0817734778	0
14981	<COMPANY>[X]</COMPANY> stadium	<COMPANY>[X]</COMPANY> stadium	<COMPANY></COMPANY> stadium	0.3488132439	0
14982	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , california.	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , california.	<PLACE_FOUNDED></PLACE_FOUNDED> , california.	0.0817734778	0
14985	 <COMPANY>[X]</COMPANY>	 <COMPANY>[X]</COMPANY>	 <COMPANY></COMPANY>	0.2489173375	1
14988	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> county	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> county	<PLACE_FOUNDED></PLACE_FOUNDED> county	0.2461013072	0
14989	<COMPANY>[X]</COMPANY> stadium,	<COMPANY>[X]</COMPANY> stadium,	<COMPANY></COMPANY> stadium,	0.0981410733	0
14990	<COMPANY>[X]</COMPANY> stadium	<COMPANY>[X]</COMPANY> stadium	<COMPANY></COMPANY> stadium	0.3488132439	0
14992	<COMPANY>[X]</COMPANY> stadium,	<COMPANY>[X]</COMPANY> stadium,	<COMPANY></COMPANY> stadium,	0.0981410733	0
14997	<COMPANY>[X]</COMPANY> stadium	<COMPANY>[X]</COMPANY> stadium	<COMPANY></COMPANY> stadium	0.3488132439	0
14998	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , california.	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , california.	<PLACE_FOUNDED></PLACE_FOUNDED> , california.	0.0817734778	0
14999	<COMPANY>[X]</COMPANY> stadium	<COMPANY>[X]</COMPANY> stadium	<COMPANY></COMPANY> stadium	0.3488132439	0
15000	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , california.	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , california.	<PLACE_FOUNDED></PLACE_FOUNDED> , california.	0.0817734778	0
15002	<COMPANY>[X]</COMPANY> stadium	<COMPANY>[X]</COMPANY> stadium	<COMPANY></COMPANY> stadium	0.3488132439	0
15003	<COMPANY>[X]</COMPANY> stadium	<COMPANY>[X]</COMPANY> stadium	<COMPANY></COMPANY> stadium	0.3488132439	0
15006	<COMPANY>[X]</COMPANY> stadium,	<COMPANY>[X]</COMPANY> stadium,	<COMPANY></COMPANY> stadium,	0.0981410733	0
15009	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> state	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> state	<PLACE_FOUNDED></PLACE_FOUNDED> state	0.2161601307	0
15013	<COMPANY>[X]</COMPANY> stadium	<COMPANY>[X]</COMPANY> stadium	<COMPANY></COMPANY> stadium	0.3488132439	0
15014	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , california.	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , california.	<PLACE_FOUNDED></PLACE_FOUNDED> , california.	0.0817734778	0
15015	<COMPANY>[X]</COMPANY> stadium	<COMPANY>[X]</COMPANY> stadium	<COMPANY></COMPANY> stadium	0.3488132439	0
15016	<COMPANY>[X]</COMPANY> stadium in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED> ,	<COMPANY>[X]</COMPANY> stadium in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED> ,	<COMPANY></COMPANY> stadium in <PLACE_FOUNDED></PLACE_FOUNDED> ,	0.3462451668	3
15016	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , california,	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , california,	<PLACE_FOUNDED></PLACE_FOUNDED> , california,	0.0491013072	0
15017	<COMPANY>[X]</COMPANY> stadium	<COMPANY>[X]</COMPANY> stadium	<COMPANY></COMPANY> stadium	0.3488132439	0
15021	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> city	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> city	<PLACE_FOUNDED></PLACE_FOUNDED> city	0.2461013072	0
15022	<COMPANY>[X]</COMPANY> stadium.	<COMPANY>[X]</COMPANY> stadium.	<COMPANY></COMPANY> stadium.	0.2831410733	0
15024	<COMPANY>[X]</COMPANY> stadium	<COMPANY>[X]</COMPANY> stadium	<COMPANY></COMPANY> stadium	0.3488132439	0
15026	<COMPANY>[X]</COMPANY> stadium	<COMPANY>[X]</COMPANY> stadium	<COMPANY></COMPANY> stadium	0.3488132439	0
15034	<COMPANY>[X]</COMPANY> stadium.	<COMPANY>[X]</COMPANY> stadium.	<COMPANY></COMPANY> stadium.	0.2831410733	0
15036	<COMPANY>[X]</COMPANY> stadium.	<COMPANY>[X]</COMPANY> stadium.	<COMPANY></COMPANY> stadium.	0.2831410733	0
15037	<COMPANY>[X]</COMPANY> stadium	<COMPANY>[X]</COMPANY> stadium	<COMPANY></COMPANY> stadium	0.3488132439	0
15044	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , california,	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , california,	<PLACE_FOUNDED></PLACE_FOUNDED> , california,	0.0491013072	0
15045	<COMPANY>[X]</COMPANY> stadium	<COMPANY>[X]</COMPANY> stadium	<COMPANY></COMPANY> stadium	0.3488132439	0
15046	<COMPANY>[X]</COMPANY> stadium in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED> ,	<COMPANY>[X]</COMPANY> stadium in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED> ,	<COMPANY></COMPANY> stadium in <PLACE_FOUNDED></PLACE_FOUNDED> ,	0.3462451668	3
15046	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , california	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , california	<PLACE_FOUNDED></PLACE_FOUNDED> , california	0.0491013072	0
15047	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2435397661	0
15049	<COMPANY>[X]</COMPANY> stadium	<COMPANY>[X]</COMPANY> stadium	<COMPANY></COMPANY> stadium	0.3488132439	0
15050	<COMPANY>[X]</COMPANY> stadium in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> stadium in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> stadium in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2891410733	3
15051	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> state	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> state	<PLACE_FOUNDED></PLACE_FOUNDED> state	0.2161601307	0
15053	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> state	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> state	<PLACE_FOUNDED></PLACE_FOUNDED> state	0.2161601307	0
15055	<COMPANY>[X]</COMPANY> stadium	<COMPANY>[X]</COMPANY> stadium	<COMPANY></COMPANY> stadium	0.3488132439	0
15056	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , california.	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , california.	<PLACE_FOUNDED></PLACE_FOUNDED> , california.	0.0817734778	0
15057	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> 's <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> 's <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> 's <COMPANY></COMPANY>	0.0481998968	0
15061	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2435397661	0
15063	 <COMPANY>[X]</COMPANY>	 <COMPANY>[X]</COMPANY>	 <COMPANY></COMPANY>	0.2489173375	1
15082	 <COMPANY>[X]</COMPANY>	 <COMPANY>[X]</COMPANY>	 <COMPANY></COMPANY>	0.2489173375	1
15085	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2435397661	0
15086	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2435397661	2
15087	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2435397661	0
15091	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2435397661	0
15092	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2435397661	2
15096	<COMPANY>[X]</COMPANY> <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> <PLACE_FOUNDED></PLACE_FOUNDED>	0.9928585139	0
15097	<COMPANY>[X]</COMPANY> <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> <PLACE_FOUNDED></PLACE_FOUNDED>	0.9928585139	1
15098	<COMPANY>[X]</COMPANY> 's headquarters	<COMPANY>[X]</COMPANY> 's headquarters	<COMPANY></COMPANY> 's headquarters	0.0711410733	0
15100	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2435397661	0
15101	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2435397661	2
15104	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2435397661	0
15105	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2435397661	2
15106	<COMPANY>[X]</COMPANY> 's <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> 's <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> 's <PLACE_FOUNDED></PLACE_FOUNDED>	0.0481998968	0
15107	<COMPANY>[X]</COMPANY> 's <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> 's <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> 's <PLACE_FOUNDED></PLACE_FOUNDED>	0.0481998968	2
15115	downtown <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	downtown <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	downtown <PLACE_FOUNDED></PLACE_FOUNDED>	0.2471013072	1
15116	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> -based <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> -based <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> -based <COMPANY></COMPANY>	0.0631410733	0
15121	headquarters in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	headquarters in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	headquarters in <PLACE_FOUNDED></PLACE_FOUNDED>	0.0491013072	2
15123	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> –	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> –	<PLACE_FOUNDED></PLACE_FOUNDED> –	0.1855	0
15134	<COMPANY>[X]</COMPANY> corporation,	<COMPANY>[X]</COMPANY> corporation,	<COMPANY></COMPANY> corporation,	0.0261601307	0
15137	factory in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	factory in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	factory in <PLACE_FOUNDED></PLACE_FOUNDED>	0.0491013072	2
15137	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , michigan,	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , michigan,	<PLACE_FOUNDED></PLACE_FOUNDED> , michigan,	0.0491013072	0
15139	factory in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	factory in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	factory in <PLACE_FOUNDED></PLACE_FOUNDED>	0.0491013072	2
15140	city of <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	city of <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	city of <PLACE_FOUNDED></PLACE_FOUNDED>	0.0581410733	2
15142	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , michigan,	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , michigan,	<PLACE_FOUNDED></PLACE_FOUNDED> , michigan,	0.0491013072	0
15144	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2435397661	0
15145	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2435397661	2
15145	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , michigan,	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , michigan,	<PLACE_FOUNDED></PLACE_FOUNDED> , michigan,	0.0491013072	0
15146	 <COMPANY>[X]</COMPANY>	 <COMPANY>[X]</COMPANY>	 <COMPANY></COMPANY>	0.2489173375	1
15153	<COMPANY>[X]</COMPANY> <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> <PLACE_FOUNDED></PLACE_FOUNDED>	0.9928585139	0
15154	<COMPANY>[X]</COMPANY> <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> <PLACE_FOUNDED></PLACE_FOUNDED>	0.9928585139	1
15157	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> area	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> area	<PLACE_FOUNDED></PLACE_FOUNDED> area	0.2161601307	0
15160	center in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	center in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	center in <PLACE_FOUNDED></PLACE_FOUNDED>	0.0261601307	2
15162	<COMPANY>[X]</COMPANY> ).	<COMPANY>[X]</COMPANY> ).	<COMPANY></COMPANY> ).	0.0837734778	0
15164	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , michigan,	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , michigan,	<PLACE_FOUNDED></PLACE_FOUNDED> , michigan,	0.0491013072	0
15171	 <COMPANY>[X]</COMPANY>	 <COMPANY>[X]</COMPANY>	 <COMPANY></COMPANY>	0.2489173375	1
15176	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , michigan,	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , michigan,	<PLACE_FOUNDED></PLACE_FOUNDED> , michigan,	0.0491013072	0
15178	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , michigan,	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , michigan,	<PLACE_FOUNDED></PLACE_FOUNDED> , michigan,	0.0491013072	0
15181	<COMPANY>[X]</COMPANY> plant	<COMPANY>[X]</COMPANY> plant	<COMPANY></COMPANY> plant	0.0261601307	0
15182	plant in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	plant in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	plant in <PLACE_FOUNDED></PLACE_FOUNDED>	0.0261601307	2
15182	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , michigan,	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , michigan,	<PLACE_FOUNDED></PLACE_FOUNDED> , michigan,	0.0491013072	0
15186	<COMPANY>[X]</COMPANY> company,	<COMPANY>[X]</COMPANY> company,	<COMPANY></COMPANY> company,	0.0045	0
15187	<COMPANY>[X]</COMPANY> corporation	<COMPANY>[X]</COMPANY> corporation	<COMPANY></COMPANY> corporation	0.0261601307	0
15190	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , michigan,	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , michigan,	<PLACE_FOUNDED></PLACE_FOUNDED> , michigan,	0.0491013072	0
15192	<COMPANY>[X]</COMPANY> corporation	<COMPANY>[X]</COMPANY> corporation	<COMPANY></COMPANY> corporation	0.0261601307	0
15200	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , michigan,	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , michigan,	<PLACE_FOUNDED></PLACE_FOUNDED> , michigan,	0.0491013072	0
15201	<COMPANY>[X]</COMPANY> factory	<COMPANY>[X]</COMPANY> factory	<COMPANY></COMPANY> factory	0.0261601307	0
15206	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
15206	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , michigan,	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , michigan,	<PLACE_FOUNDED></PLACE_FOUNDED> , michigan,	0.0491013072	0
15213	<COMPANY>[X]</COMPANY> company	<COMPANY>[X]</COMPANY> company	<COMPANY></COMPANY> company	0.2618323013	0
15214	 in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2105	2
15214	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , michigan,	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , michigan,	<PLACE_FOUNDED></PLACE_FOUNDED> , michigan,	0.0491013072	0
15218	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , michigan,	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , michigan,	<PLACE_FOUNDED></PLACE_FOUNDED> , michigan,	0.0491013072	0
15227	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2435397661	0
15228	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2435397661	2
15231	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2435397661	0
15232	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> in <PLACE_FOUNDED></PLACE_FOUNDED>	0.2435397661	2
15235	<COMPANY>[X]</COMPANY> <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> <PLACE_FOUNDED></PLACE_FOUNDED>	0.9928585139	0
15236	<COMPANY>[X]</COMPANY> <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> <PLACE_FOUNDED></PLACE_FOUNDED>	0.9928585139	1
15237	city of <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	city of <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	city of <PLACE_FOUNDED></PLACE_FOUNDED>	0.0581410733	2
15243	plant in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	plant in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	plant in <PLACE_FOUNDED></PLACE_FOUNDED>	0.0261601307	2
15245	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , michigan,	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , michigan,	<PLACE_FOUNDED></PLACE_FOUNDED> , michigan,	0.0491013072	0
15246	<COMPANY>[X]</COMPANY> plant	<COMPANY>[X]</COMPANY> plant	<COMPANY></COMPANY> plant	0.0261601307	0
15247	plant in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	plant in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	plant in <PLACE_FOUNDED></PLACE_FOUNDED>	0.0261601307	2
15254	factory in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	factory in <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	factory in <PLACE_FOUNDED></PLACE_FOUNDED>	0.0491013072	2
15259	– <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	– <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	– <PLACE_FOUNDED></PLACE_FOUNDED>	0.1865	1
15262	 <COMPANY>[X]</COMPANY>	 <COMPANY>[X]</COMPANY>	 <COMPANY></COMPANY>	0.2489173375	1
